text,label
Earn ₹1743 per day from home. Join now mIW5jvm2,Spam
Win a brand new iPhone by entering this contest e5Ql4WYw,Spam
Win a brand new TV by entering this contest Ot8DYwue,Spam
Earn ₹9585 per day from home. Join now OMMtx2fy,Spam
Limited time offer! Get 78% discount on smartwatch. Buy now yZ3RwByO,Spam
Please confirm your availability for the interview sMSgKl0k,Not Spam
Thank you for your purchase cAO8FsNK,Not Spam
Final reminder: Your loan of ₹2175 is approved 7rMe1pOh,Spam
The event starts at 10 AM tomorrow 3zIzBWL4,Not Spam
Win a brand new bike by entering this contest QNX0LMXM,Spam
You have been selected for a free smartwatch. Register today rmm9wmbM,Spam
The event starts at 10 AM tomorrow p5mABfFF,Not Spam
The event starts at 10 AM tomorrow 60SQaPnn,Not Spam
Please find the attached report for your review EEGWWoYr,Not Spam
Please find the attached report for your review Ytsqn172,Not Spam
Final reminder: Your loan of ₹1690 is approved LlujuJpj,Spam
Earn ₹5176 per day from home. Join now DlgXZgu9,Spam
Win a brand new gift card by entering this contest 2eLaqru7,Spam
Final reminder: Your loan of ₹7546 is approved KGt7nLwM,Spam
Reminder: Submit your assignment by tonight MuEUXdEw,Not Spam
Final reminder: Your loan of ₹1532 is approved nUA25NGP,Spam
Happy Birthday! Have a great year ahead aWsSEgBO,Not Spam
Congratulations! You won a gift card. Click here to claim now aclzOvEQ,Spam
You have been selected for a free headphones. Register today z3KSwnKD,Spam
Your order has been shipped and will arrive soon OIRssTD3,Not Spam
Reminder: Submit your assignment by tonight 1E6nUt0r,Not Spam
Claim your cashback of ₹3061 today tj2w6e62,Spam
Exclusive deal on TV. Order before it ends qGppY13A,Spam
Reminder: Submit your assignment by tonight 05Z1mGUC,Not Spam
Your order has been shipped and will arrive soon dIY8GtFb,Not Spam
Earn ₹9695 per day from home. Join now yQ53Ky4u,Spam
"Hi, can we reschedule our meeting to tomorrow? kmuzgogy",Not Spam
Please confirm your availability for the interview Uaqk0zLr,Not Spam
Claim your cashback of ₹5567 today Q9mTrjqt,Spam
Reminder: Submit your assignment by tonight 24JHdpSF,Not Spam
Win a brand new laptop by entering this contest WODCX4Dy,Spam
Win a brand new tablet by entering this contest CqhClwbl,Spam
Final reminder: Your loan of ₹1425 is approved 2vBTWU4j,Spam
Can you send me the project files? 4heXMTnv,Not Spam
Limited time offer! Get 69% discount on gift card. Buy now lcAHaLXh,Spam
Thank you for your purchase JK25tzng,Not Spam
Reminder: Submit your assignment by tonight 7BjSqP30,Not Spam
Exclusive deal on smartwatch. Order before it ends VzghxOgn,Spam
Can you send me the project files? W18uyTzm,Not Spam
Urgent! Your account is suspended. Verify immediately xWll1mpi,Spam
Thank you for your purchase fpT6QMkM,Not Spam
Claim your cashback of ₹5431 today i4o1kPJc,Spam
Let's catch up over coffee this weekend Gxu538Ao,Not Spam
Please find the attached report for your review rZ8qjXm5,Not Spam
"Hi, can we reschedule our meeting to tomorrow? IanOorNG",Not Spam
Exclusive deal on headphones. Order before it ends xvATk78A,Spam
Your order has been shipped and will arrive soon dD9WkjKA,Not Spam
Happy Birthday! Have a great year ahead iKFtwpqT,Not Spam
Exclusive deal on laptop. Order before it ends esdgqbue,Spam
Thank you for your purchase yodcESUF,Not Spam
Your order has been shipped and will arrive soon mSLtrrW2,Not Spam
"Hi, can we reschedule our meeting to tomorrow? KY4DZM86",Not Spam
Congratulations! You won a tablet. Click here to claim now GGS1TgfX,Spam
Hot sale on tablet. Don’t miss out s2cGUi4s,Spam
"Hi, can we reschedule our meeting to tomorrow? ta5Tsfs4",Not Spam
Congratulations! You won a laptop. Click here to claim now dvDn7nt7,Spam
Your order has been shipped and will arrive soon eHbVMEhr,Not Spam
Final reminder: Your loan of ₹8991 is approved qC4wRqc6,Spam
Please find the attached report for your review qxeJAQra,Not Spam
Thank you for your purchase hLDRtGzi,Not Spam
Please find the attached report for your review 7FQAofNA,Not Spam
Urgent! Your account is suspended. Verify immediately 0d2ow0zk,Spam
Please confirm your availability for the interview KfxHm3MZ,Not Spam
Win a brand new bike by entering this contest vdUwCXbt,Spam
Please find the attached report for your review FcFaQymh,Not Spam
Please confirm your availability for the interview 4Bl9192d,Not Spam
Limited time offer! Get 87% discount on tablet. Buy now jy3u1wNU,Spam
Please find the attached report for your review qXuPJVva,Not Spam
Let's catch up over coffee this weekend dafG4uns,Not Spam
Reminder: Submit your assignment by tonight qoxORKmg,Not Spam
Win a brand new tablet by entering this contest VMEXdVYm,Spam
Your order has been shipped and will arrive soon D4V1qXkl,Not Spam
You have been selected for a free TV. Register today q3Ow6m0L,Spam
Hot sale on gift card. Don’t miss out a4r9BzQg,Spam
You have been selected for a free laptop. Register today 0j8RvMLZ,Spam
Please confirm your availability for the interview Jaw79M6F,Not Spam
Claim your cashback of ₹7041 today O2L05P06,Spam
Reminder: Submit your assignment by tonight u0lpaAAe,Not Spam
Let's catch up over coffee this weekend eCj7fDWv,Not Spam
Claim your cashback of ₹9795 today Y8Q1NL0Z,Spam
"Hi, can we reschedule our meeting to tomorrow? JoA8J0Ie",Not Spam
The event starts at 10 AM tomorrow cLD5LfhJ,Not Spam
Let's catch up over coffee this weekend RDrxZpgG,Not Spam
Win a brand new laptop by entering this contest HAf5xBc5,Spam
Urgent! Your account is suspended. Verify immediately XX27fLlR,Spam
Please confirm your availability for the interview TQmKrWfn,Not Spam
Please confirm your availability for the interview H20RiFey,Not Spam
Urgent! Your account is suspended. Verify immediately dLdha4r9,Spam
Final reminder: Your loan of ₹312 is approved Vs42jjcR,Spam
Let's catch up over coffee this weekend eGV285Sa,Not Spam
Can you send me the project files? pF6zkQlH,Not Spam
Exclusive deal on smartwatch. Order before it ends akaIrMGb,Spam
Please confirm your availability for the interview bKKJAexU,Not Spam
Win a brand new headphones by entering this contest K7JqNbAf,Spam
Limited time offer! Get 12% discount on headphones. Buy now kOIuhshN,Spam
Limited time offer! Get 74% discount on iPhone. Buy now xBq4rkF2,Spam
You have been selected for a free headphones. Register today jgstQS5v,Spam
Let's catch up over coffee this weekend wwKFDlsY,Not Spam
Congratulations! You won a headphones. Click here to claim now Y3BC7Sae,Spam
Congratulations! You won a laptop. Click here to claim now 21eS7sSs,Spam
Urgent! Your account is suspended. Verify immediately UiIy8G50,Spam
Happy Birthday! Have a great year ahead fuWJUoAL,Not Spam
Congratulations! You won a tablet. Click here to claim now 1ZnoeJ4M,Spam
Earn ₹7173 per day from home. Join now IdVHz9Kd,Spam
Final reminder: Your loan of ₹1711 is approved csFPUJ9h,Spam
Claim your cashback of ₹8364 today zeAInfrA,Spam
Exclusive deal on laptop. Order before it ends w4RQNm1r,Spam
Final reminder: Your loan of ₹2848 is approved Yvx1Ir8g,Spam
Happy Birthday! Have a great year ahead n0ZHzrAZ,Not Spam
The event starts at 10 AM tomorrow fGvu5GSQ,Not Spam
Congratulations! You won a headphones. Click here to claim now yHSKCIS5,Spam
Final reminder: Your loan of ₹5983 is approved slAdz62q,Spam
The event starts at 10 AM tomorrow pXlrUQOT,Not Spam
Congratulations! You won a smartwatch. Click here to claim now JlPE5IyV,Spam
Hot sale on smartwatch. Don’t miss out ZjMk1JLB,Spam
Hot sale on TV. Don’t miss out c0mrJbVg,Spam
Can you send me the project files? AzZCNHr1,Not Spam
Claim your cashback of ₹2815 today noqwyFgJ,Spam
Win a brand new iPhone by entering this contest S1RA0xEX,Spam
Let's catch up over coffee this weekend 3TTkLt5o,Not Spam
Limited time offer! Get 15% discount on laptop. Buy now diLcwSPi,Spam
The event starts at 10 AM tomorrow ysgMyzV1,Not Spam
Thank you for your purchase z1mLnXLW,Not Spam
You have been selected for a free laptop. Register today q2qv87Nv,Spam
Please confirm your availability for the interview yMd1NM2B,Not Spam
Final reminder: Your loan of ₹2986 is approved K2gKQa8B,Spam
Please confirm your availability for the interview Xm3Xmmzy,Not Spam
Happy Birthday! Have a great year ahead cHuMdH00,Not Spam
You have been selected for a free headphones. Register today szorytkL,Spam
Earn ₹4873 per day from home. Join now rW0ezAZl,Spam
Urgent! Your account is suspended. Verify immediately 1ou7fo6K,Spam
Please find the attached report for your review Le5DfW6V,Not Spam
Please find the attached report for your review 1aZjSgTr,Not Spam
Earn ₹3208 per day from home. Join now EhA7j9x5,Spam
Urgent! Your account is suspended. Verify immediately XFfowViw,Spam
Your order has been shipped and will arrive soon 7q2EtYaP,Not Spam
Can you send me the project files? fnzZXECM,Not Spam
Win a brand new smartwatch by entering this contest DU5Ne9BP,Spam
Urgent! Your account is suspended. Verify immediately 2CNmS8vm,Spam
Limited time offer! Get 22% discount on laptop. Buy now rd5EjRTq,Spam
Exclusive deal on bike. Order before it ends 5CQMyoRX,Spam
You have been selected for a free laptop. Register today P9Abu0uQ,Spam
Congratulations! You won a TV. Click here to claim now lAckpAhq,Spam
Please find the attached report for your review rHzSo50z,Not Spam
Claim your cashback of ₹6623 today jPUSvf0K,Spam
Please find the attached report for your review HZkwIeUJ,Not Spam
The event starts at 10 AM tomorrow LVpkuA8y,Not Spam
Please confirm your availability for the interview VZXqeDel,Not Spam
"Hi, can we reschedule our meeting to tomorrow? QXJXsJAr",Not Spam
You have been selected for a free bike. Register today IfIBaUrJ,Spam
Limited time offer! Get 45% discount on iPhone. Buy now Cf0LOLqM,Spam
You have been selected for a free smartwatch. Register today DiXXufOM,Spam
Win a brand new TV by entering this contest doeDMe30,Spam
Urgent! Your account is suspended. Verify immediately GeAR5x04,Spam
Please confirm your availability for the interview veLWQJY9,Not Spam
Final reminder: Your loan of ₹153 is approved GUenWqpt,Spam
Your order has been shipped and will arrive soon 8icbpJJZ,Not Spam
Hot sale on bike. Don’t miss out KeIMjCse,Spam
Hot sale on gift card. Don’t miss out HFq768C5,Spam
Let's catch up over coffee this weekend ukeLJV8b,Not Spam
The event starts at 10 AM tomorrow zDzN0n78,Not Spam
Claim your cashback of ₹8222 today S3viy0hJ,Spam
Claim your cashback of ₹3974 today d5t7HnXn,Spam
Urgent! Your account is suspended. Verify immediately mf466bz6,Spam
Reminder: Submit your assignment by tonight lTtAVsVv,Not Spam
Hot sale on smartwatch. Don’t miss out p330vqaM,Spam
Urgent! Your account is suspended. Verify immediately wJJJhS8I,Spam
Hot sale on bike. Don’t miss out v08IqTaj,Spam
Exclusive deal on tablet. Order before it ends sqkIREtz,Spam
Win a brand new laptop by entering this contest dQRXSrjd,Spam
Happy Birthday! Have a great year ahead zCdMgeIO,Not Spam
Can you send me the project files? nCMM91Cg,Not Spam
Thank you for your purchase 0c8Cxd81,Not Spam
Please find the attached report for your review fXBQMF35,Not Spam
Exclusive deal on gift card. Order before it ends gx9QdKRh,Spam
"Hi, can we reschedule our meeting to tomorrow? TtOSu1di",Not Spam
Exclusive deal on gift card. Order before it ends Nl7iMvWy,Spam
Thank you for your purchase cJRF1zuu,Not Spam
Claim your cashback of ₹1133 today 7zV4AWKC,Spam
Please confirm your availability for the interview JFork5HJ,Not Spam
Your order has been shipped and will arrive soon orhPjUx5,Not Spam
Urgent! Your account is suspended. Verify immediately x5HGv2Qg,Spam
Let's catch up over coffee this weekend ESbeIKlr,Not Spam
Urgent! Your account is suspended. Verify immediately URMWMdu9,Spam
You have been selected for a free tablet. Register today j1FmsfZl,Spam
Happy Birthday! Have a great year ahead ysDvztnC,Not Spam
Claim your cashback of ₹7286 today l89sPePk,Spam
Can you send me the project files? z9agwqFc,Not Spam
Win a brand new smartwatch by entering this contest vedR7S45,Spam
Please confirm your availability for the interview qh5Xc5ZE,Not Spam
Exclusive deal on laptop. Order before it ends NQtd409A,Spam
"Hi, can we reschedule our meeting to tomorrow? SxoPXqE1",Not Spam
Please confirm your availability for the interview CwNsOeZM,Not Spam
Final reminder: Your loan of ₹5203 is approved NLSUP8XR,Spam
Exclusive deal on tablet. Order before it ends SIKt3wc1,Spam
The event starts at 10 AM tomorrow ac1q1J2w,Not Spam
Please find the attached report for your review 3Ae8vt9J,Not Spam
Your order has been shipped and will arrive soon utvUkVvh,Not Spam
The event starts at 10 AM tomorrow TWhJYYa9,Not Spam
Earn ₹9142 per day from home. Join now Ipv1n5xr,Spam
Your order has been shipped and will arrive soon 2t9DftAK,Not Spam
Happy Birthday! Have a great year ahead uy99oHZz,Not Spam
The event starts at 10 AM tomorrow U5eqhQcF,Not Spam
Exclusive deal on gift card. Order before it ends Lmpo3bCm,Spam
Earn ₹3442 per day from home. Join now GMs6Df2z,Spam
Earn ₹3728 per day from home. Join now HUhxVYZy,Spam
Congratulations! You won a smartwatch. Click here to claim now Onhc046Z,Spam
Happy Birthday! Have a great year ahead j1LwjZDh,Not Spam
Let's catch up over coffee this weekend E6hyF3VL,Not Spam
Win a brand new iPhone by entering this contest VpDJyOCz,Spam
Your order has been shipped and will arrive soon zXOdf97h,Not Spam
Urgent! Your account is suspended. Verify immediately krBIGcff,Spam
Please find the attached report for your review KLfXZZQT,Not Spam
Congratulations! You won a bike. Click here to claim now FSAKa5HZ,Spam
Earn ₹6901 per day from home. Join now cTIKdesg,Spam
Thank you for your purchase 2fK8mHZB,Not Spam
Win a brand new laptop by entering this contest K8vnGBV6,Spam
Exclusive deal on gift card. Order before it ends vWYJYHQE,Spam
Urgent! Your account is suspended. Verify immediately QXlqlLeJ,Spam
Reminder: Submit your assignment by tonight FeUUR70M,Not Spam
Let's catch up over coffee this weekend w6Pn06Wz,Not Spam
Happy Birthday! Have a great year ahead D7RFTuV6,Not Spam
Congratulations! You won a tablet. Click here to claim now REZRrTlG,Spam
Your order has been shipped and will arrive soon rf5KCirw,Not Spam
Reminder: Submit your assignment by tonight fuKCcxEN,Not Spam
Hot sale on tablet. Don’t miss out 67gfY2p4,Spam
Please confirm your availability for the interview XfnqRRL8,Not Spam
Happy Birthday! Have a great year ahead tFA2A3WB,Not Spam
Win a brand new TV by entering this contest bezfj0sN,Spam
Hot sale on laptop. Don’t miss out gMJagYLh,Spam
Hot sale on gift card. Don’t miss out v7SimM7u,Spam
Congratulations! You won a iPhone. Click here to claim now ZDo3BtpE,Spam
Let's catch up over coffee this weekend c5kkyc6F,Not Spam
Win a brand new tablet by entering this contest n9PXfhmg,Spam
You have been selected for a free smartwatch. Register today 1iqGC7yh,Spam
You have been selected for a free tablet. Register today m4kJz5jC,Spam
Your order has been shipped and will arrive soon y2Phxw2s,Not Spam
Happy Birthday! Have a great year ahead K3eU4wyF,Not Spam
Urgent! Your account is suspended. Verify immediately deA6ZFXS,Spam
Exclusive deal on headphones. Order before it ends UZlXGxXv,Spam
You have been selected for a free tablet. Register today wm1iLMLP,Spam
Happy Birthday! Have a great year ahead AoUWAUaN,Not Spam
Let's catch up over coffee this weekend kRrV8E6M,Not Spam
Exclusive deal on iPhone. Order before it ends 0dAphGUL,Spam
Exclusive deal on iPhone. Order before it ends hHrDj6Hy,Spam
You have been selected for a free tablet. Register today HPyLsh5X,Spam
Please confirm your availability for the interview w9WvlAcn,Not Spam
Final reminder: Your loan of ₹2472 is approved RiQbdwBx,Spam
Please confirm your availability for the interview JkT6RPYk,Not Spam
You have been selected for a free headphones. Register today SEz3eJ9N,Spam
Reminder: Submit your assignment by tonight uVtI41QE,Not Spam
"Hi, can we reschedule our meeting to tomorrow? z4pUmjGt",Not Spam
Reminder: Submit your assignment by tonight ktIHhvJn,Not Spam
Let's catch up over coffee this weekend 7t7MLP0k,Not Spam
Win a brand new headphones by entering this contest DDNayHpn,Spam
Your order has been shipped and will arrive soon zj6sjqJe,Not Spam
"Hi, can we reschedule our meeting to tomorrow? 6fpt7oDO",Not Spam
